date,school,reservation_theorique
2025-11-21,november,350
2025-11-21,november,44
2025-11-21,november,124
2025-11-21,november,136
2025-11-21,november,183
2025-11-21,november,174
2025-11-21,november,153
2025-11-21,november,281
2025-11-21,november,65
2025-11-21,november,267
2025-11-21,november,37
2025-11-21,november,220
2025-11-21,november,105
2025-11-21,november,43
2025-11-21,november,151
2025-11-21,november,126
2025-11-21,november,128
2025-11-21,november,93
2025-11-21,november,19
2025-11-21,november,28
2025-11-21,november,55
2025-11-21,november,52
2025-11-21,november,113
2025-11-21,november,46
2025-11-21,november,87
2025-11-21,november,56
2025-11-21,november,142
2025-11-21,november,118
2025-11-21,november,115
2025-11-21,november,111
2025-11-21,november,190
2025-11-21,november,193
2025-11-21,november,101
2025-11-21,november,65
2025-11-21,november,42
2025-11-21,november,259
2025-11-21,november,212
2025-11-21,november,277
2025-11-21,november,20
2025-11-24,november,91
2025-11-24,november,135
2025-11-24,november,74
2025-11-24,november,50
2025-11-24,november,238
2025-11-24,november,69
2025-11-24,november,82
2025-11-24,november,69
2025-11-24,november,119
2025-11-24,november,52
2025-11-24,november,51
2025-11-24,november,48
2025-11-24,november,222
2025-11-24,november,54
2025-11-24,november,93
2025-11-24,november,82
2025-11-24,november,89
2025-11-24,november,76
2025-11-24,november,81
2025-11-24,november,160
2025-11-24,november,104
2025-11-24,november,51
2025-11-24,november,81
2025-11-24,november,41
2025-11-24,november,132
2025-11-24,november,90
2025-11-24,november,179
2025-11-24,november,301
2025-11-24,november,148
2025-11-24,november,83
2025-11-24,november,159
2025-11-24,november,39
2025-11-24,november,118
2025-11-24,november,273
2025-11-24,november,111
2025-11-24,november,135
2025-11-24,november,160
2025-11-24,november,43
2025-11-24,november,78
2025-11-24,november,59
2025-11-24,november,257
2025-11-24,november,83
2025-11-24,november,88
2025-11-24,november,81
2025-11-24,november,193
2025-11-24,november,19
2025-11-24,november,72
2025-11-24,november,75
2025-11-24,november,82
2025-11-24,november,21
2025-11-24,november,137
2025-11-24,november,68
2025-11-24,november,147
2025-11-24,november,274
2025-11-24,november,60
2025-11-24,november,103
2025-11-24,november,46
2025-11-24,november,112
2025-11-24,november,185
2025-11-24,november,178
2025-11-24,november,126
2025-11-24,november,140
2025-11-24,november,121
2025-11-24,november,92
2025-11-24,november,104
2025-11-24,november,171
2025-11-24,november,238
2025-11-24,november,118
2025-11-24,november,44
2025-11-24,november,140
2025-11-24,november,164
2025-11-24,november,99
2025-11-24,november,167
2025-11-24,november,70
2025-11-24,november,76
2025-11-24,november,83
2025-11-24,november,202
2025-11-24,november,103
2025-11-24,november,129
2025-11-24,november,79
2025-11-24,november,338
2025-11-24,november,42
2025-11-24,november,126
2025-11-24,november,112
2025-11-24,november,176
2025-11-24,november,190
2025-11-24,november,143
2025-11-24,november,284
2025-11-24,november,58
2025-11-24,november,279
2025-11-24,november,30
2025-11-24,november,225
2025-11-24,november,105
2025-11-24,november,42
2025-11-24,november,147
2025-11-24,november,124
2025-11-24,november,126
2025-11-24,november,92
2025-11-24,november,16
2025-11-24,november,25
2025-11-24,november,53
2025-11-24,november,50
2025-11-24,november,112
2025-11-24,november,46
2025-11-24,november,75
2025-11-24,november,58
2025-11-24,november,128
2025-11-24,november,117
2025-11-24,november,77
2025-11-24,november,110
2025-11-24,november,172
2025-11-24,november,174
2025-11-24,november,91
2025-11-24,november,63
2025-11-24,november,36
2025-11-24,november,236
2025-11-24,november,195
2025-11-24,november,265
2025-11-24,november,21
2025-11-25,november,105
2025-11-25,november,146
2025-11-25,november,81
2025-11-25,november,57
2025-11-25,november,240
2025-11-25,november,86
2025-11-25,november,88
2025-11-25,november,68
2025-11-25,november,125
2025-11-25,november,56
2025-11-25,november,50
2025-11-25,november,52
2025-11-25,november,238
2025-11-25,november,53
2025-11-25,november,98
2025-11-25,november,99
2025-11-25,november,99
2025-11-25,november,88
2025-11-25,november,82
2025-11-25,november,158
2025-11-25,november,111
2025-11-25,november,53
2025-11-25,november,80
2025-11-25,november,54
2025-11-25,november,137
2025-11-25,november,88
2025-11-25,november,181
2025-11-25,november,317
2025-11-25,november,151
2025-11-25,november,91
2025-11-25,november,164
2025-11-25,november,39
2025-11-25,november,120
2025-11-25,november,266
2025-11-25,november,114
2025-11-25,november,167
2025-11-25,november,169
2025-11-25,november,44
2025-11-25,november,80
2025-11-25,november,61
2025-11-25,november,266
2025-11-25,november,107
2025-11-25,november,90
2025-11-25,november,80
2025-11-25,november,193
2025-11-25,november,20
2025-11-25,november,88
2025-11-25,november,74
2025-11-25,november,84
2025-11-25,november,22
2025-11-25,november,136
2025-11-25,november,69
2025-11-25,november,160
2025-11-25,november,287
2025-11-25,november,59
2025-11-25,november,118
2025-11-25,november,62
2025-11-25,november,110
2025-11-25,november,206
2025-11-25,november,192
2025-11-25,november,131
2025-11-25,november,136
2025-11-25,november,104
2025-11-25,november,93
2025-11-25,november,86
2025-11-25,november,178
2025-11-25,november,229
2025-11-25,november,139
2025-11-25,november,49
2025-11-25,november,148
2025-11-25,november,162
2025-11-25,november,106
2025-11-25,november,175
2025-11-25,november,72
2025-11-25,november,77
2025-11-25,november,79
2025-11-25,november,211
2025-11-25,november,129
2025-11-25,november,160
2025-11-25,november,92
2025-11-25,november,358
2025-11-25,november,48
2025-11-25,november,129
2025-11-25,november,129
2025-11-25,november,188
2025-11-25,november,199
2025-11-25,november,153
2025-11-25,november,286
2025-11-25,november,62
2025-11-25,november,273
2025-11-25,november,36
2025-11-25,november,231
2025-11-25,november,109
2025-11-25,november,42
2025-11-25,november,150
2025-11-25,november,126
2025-11-25,november,125
2025-11-25,november,94
2025-11-25,november,22
2025-11-25,november,28
2025-11-25,november,54
2025-11-25,november,54
2025-11-25,november,121
2025-11-25,november,45
2025-11-25,november,81
2025-11-25,november,59
2025-11-25,november,134
2025-11-25,november,117
2025-11-25,november,112
2025-11-25,november,110
2025-11-25,november,176
2025-11-25,november,190
2025-11-25,november,92
2025-11-25,november,63
2025-11-25,november,41
2025-11-25,november,257
2025-11-25,november,207
2025-11-25,november,278
2025-11-25,november,25
2025-11-27,november,88
2025-11-27,november,150
2025-11-27,november,73
2025-11-27,november,23
2025-11-27,november,237
2025-11-27,november,68
2025-11-27,november,84
2025-11-27,november,66
2025-11-27,november,124
2025-11-27,november,51
2025-11-27,november,51
2025-11-27,november,47
2025-11-27,november,235
2025-11-27,november,53
2025-11-27,november,94
2025-11-27,november,80
2025-11-27,november,93
2025-11-27,november,77
2025-11-27,november,83
2025-11-27,november,159
2025-11-27,november,103
2025-11-27,november,50
2025-11-27,november,80
2025-11-27,november,47
2025-11-27,november,131
2025-11-27,november,87
2025-11-27,november,172
2025-11-27,november,302
2025-11-27,november,150
2025-11-27,november,85
2025-11-27,november,162
2025-11-27,november,38
2025-11-27,november,119
2025-11-27,november,268
2025-11-27,november,108
2025-11-27,november,145
2025-11-27,november,161
2025-11-27,november,45
2025-11-27,november,80
2025-11-27,november,62
2025-11-27,november,260
2025-11-27,november,84
2025-11-27,november,88
2025-11-27,november,84
2025-11-27,november,191
2025-11-27,november,19
2025-11-27,november,71
2025-11-27,november,76
2025-11-27,november,81
2025-11-27,november,19
2025-11-27,november,148
2025-11-27,november,69
2025-11-27,november,148
2025-11-27,november,278
2025-11-27,november,60
2025-11-27,november,95
2025-11-27,november,46
2025-11-27,november,108
2025-11-27,november,192
2025-11-27,november,176
2025-11-27,november,126
2025-11-27,november,141
2025-11-27,november,119
2025-11-27,november,91
2025-11-27,november,111
2025-11-27,november,174
2025-11-27,november,238
2025-11-27,november,114
2025-11-27,november,43
2025-11-27,november,145
2025-11-27,november,163
2025-11-27,november,97
2025-11-27,november,163
2025-11-27,november,71
2025-11-27,november,76
2025-11-27,november,77
2025-11-27,november,206
2025-11-27,november,104
2025-11-27,november,133
2025-11-27,november,80
2025-11-27,november,333
2025-11-27,november,40
2025-11-27,november,123
2025-11-27,november,112
2025-11-27,november,176
2025-11-27,november,194
2025-11-27,november,150
2025-11-27,november,282
2025-11-27,november,63
2025-11-27,november,273
2025-11-27,november,26
2025-11-27,november,223
2025-11-27,november,102
2025-11-27,november,42
2025-11-27,november,150
2025-11-27,november,130
2025-11-27,november,128
2025-11-27,november,91
2025-11-27,november,19
2025-11-27,november,22
2025-11-27,november,51
2025-11-27,november,48
2025-11-27,november,101
2025-11-27,november,45
2025-11-27,november,71
2025-11-27,november,56
2025-11-27,november,129
2025-11-27,november,115
2025-11-27,november,89
2025-11-27,november,109
2025-11-27,november,172
2025-11-27,november,186
2025-11-27,november,93
2025-11-27,november,62
2025-11-27,november,37
2025-11-27,november,233
2025-11-27,november,193
2025-11-27,november,268
2025-11-27,november,23
2025-11-28,november,106
2025-11-28,november,143
2025-11-28,november,81
2025-11-28,november,51
2025-11-28,november,238
2025-11-28,november,85
2025-11-28,november,86
2025-11-28,november,68
2025-11-28,november,125
2025-11-28,november,53
2025-11-28,november,51
2025-11-28,november,60
2025-11-28,november,233
2025-11-28,november,52
2025-11-28,november,91
2025-11-28,november,90
2025-11-28,november,90
2025-11-28,november,83
2025-11-28,november,82
2025-11-28,november,153
2025-11-28,november,110
2025-11-28,november,57
2025-11-28,november,80
2025-11-28,november,53
2025-11-28,november,131
2025-11-28,november,86
2025-11-28,november,187
2025-11-28,november,319
2025-11-28,november,146
2025-11-28,november,92
2025-11-28,november,158
2025-11-28,november,36
2025-11-28,november,116
2025-11-28,november,271
2025-11-28,november,122
2025-11-28,november,160
2025-11-28,november,167
2025-11-28,november,47
2025-11-28,november,81
2025-11-28,november,63
2025-11-28,november,258
2025-11-28,november,104
2025-11-28,november,87
2025-11-28,november,80
2025-11-28,november,192
2025-11-28,november,20
2025-11-28,november,93
2025-11-28,november,76
2025-11-28,november,82
2025-11-28,november,26
2025-11-28,november,146
2025-11-28,november,67
2025-11-28,november,160
2025-11-28,november,292
2025-11-28,november,57
2025-11-28,november,124
2025-11-28,november,57
2025-11-28,november,108
2025-11-28,november,190
2025-11-28,november,189
2025-11-28,november,130
2025-11-28,november,143
2025-11-28,november,119
2025-11-28,november,91
2025-11-28,november,106
2025-11-28,november,180
2025-11-28,november,231
2025-11-28,november,137
2025-11-28,november,46
2025-11-28,november,146
2025-11-28,november,164
2025-11-28,november,73
2025-11-28,november,179
2025-11-28,november,75
2025-11-28,november,71
2025-11-28,november,82
2025-11-28,november,216
2025-11-28,november,116
2025-11-28,november,150
2025-11-28,november,90
2025-11-28,november,352
2025-11-28,november,44
2025-11-28,november,126
2025-11-28,november,136
2025-11-28,november,188
2025-11-28,november,189
2025-11-28,november,149
2025-11-28,november,282
2025-11-28,november,68
2025-11-28,november,271
2025-11-28,november,36
2025-11-28,november,225
2025-11-28,november,106
2025-11-28,november,42
2025-11-28,november,151
2025-11-28,november,130
2025-11-28,november,127
2025-11-28,november,95
2025-11-28,november,19
2025-11-28,november,28
2025-11-28,november,55
2025-11-28,november,52
2025-11-28,november,111
2025-11-28,november,46
2025-11-28,november,85
2025-11-28,november,57
2025-11-28,november,141
2025-11-28,november,120
2025-11-28,november,115
2025-11-28,november,108
2025-11-28,november,194
2025-11-28,november,193
2025-11-28,november,101
2025-11-28,november,64
2025-11-28,november,42
2025-11-28,november,254
2025-11-28,november,216
2025-11-28,november,275
2025-11-28,november,20
2025-12-01,december,92
2025-12-01,december,138
2025-12-01,december,74
2025-12-01,december,32
2025-12-01,december,238
2025-12-01,december,68
2025-12-01,december,80
2025-12-01,december,69
2025-12-01,december,119
2025-12-01,december,54
2025-12-01,december,51
2025-12-01,december,49
2025-12-01,december,220
2025-12-01,december,54
2025-12-01,december,94
2025-12-01,december,80
2025-12-01,december,89
2025-12-01,december,74
2025-12-01,december,83
2025-12-01,december,162
2025-12-01,december,105
2025-12-01,december,49
2025-12-01,december,82
2025-12-01,december,47
2025-12-01,december,129
2025-12-01,december,88
2025-12-01,december,171
2025-12-01,december,303
2025-12-01,december,149
2025-12-01,december,85
2025-12-01,december,161
2025-12-01,december,38
2025-12-01,december,119
2025-12-01,december,273
2025-12-01,december,112
2025-12-01,december,139
2025-12-01,december,160
2025-12-01,december,42
2025-12-01,december,76
2025-12-01,december,58
2025-12-01,december,255
2025-12-01,december,83
2025-12-01,december,87
2025-12-01,december,81
2025-12-01,december,191
2025-12-01,december,19
2025-12-01,december,70
2025-12-01,december,72
2025-12-01,december,83
2025-12-01,december,20
2025-12-01,december,136
2025-12-01,december,66
2025-12-01,december,155
2025-12-01,december,271
2025-12-01,december,59
2025-12-01,december,107
2025-12-01,december,52
2025-12-01,december,110
2025-12-01,december,188
2025-12-01,december,177
2025-12-01,december,128
2025-12-01,december,140
2025-12-01,december,120
2025-12-01,december,93
2025-12-01,december,101
2025-12-01,december,168
2025-12-01,december,235
2025-12-01,december,118
2025-12-01,december,44
2025-12-01,december,140
2025-12-01,december,162
2025-12-01,december,100
2025-12-01,december,166
2025-12-01,december,70
2025-12-01,december,77
2025-12-01,december,84
2025-12-01,december,199
2025-12-01,december,100
2025-12-01,december,124
2025-12-01,december,80
2025-12-01,december,341
2025-12-01,december,42
2025-12-01,december,122
2025-12-01,december,111
2025-12-01,december,171
2025-12-01,december,188
2025-12-01,december,143
2025-12-01,december,275
2025-12-01,december,58
2025-12-01,december,278
2025-12-01,december,29
2025-12-01,december,225
2025-12-01,december,104
2025-12-01,december,41
2025-12-01,december,147
2025-12-01,december,125
2025-12-01,december,130
2025-12-01,december,92
2025-12-01,december,15
2025-12-01,december,22
2025-12-01,december,53
2025-12-01,december,50
2025-12-01,december,109
2025-12-01,december,45
2025-12-01,december,76
2025-12-01,december,60
2025-12-01,december,130
2025-12-01,december,118
2025-12-01,december,81
2025-12-01,december,111
2025-12-01,december,172
2025-12-01,december,171
2025-12-01,december,94
2025-12-01,december,63
2025-12-01,december,36
2025-12-01,december,238
2025-12-01,december,188
2025-12-01,december,264
2025-12-01,december,21
2025-12-02,december,102
2025-12-02,december,138
2025-12-02,december,80
2025-12-02,december,54
2025-12-02,december,241
2025-12-02,december,86
2025-12-02,december,87
2025-12-02,december,68
2025-12-02,december,1
2025-12-02,december,54
2025-12-02,december,0
2025-12-02,december,49
2025-12-02,december,231
2025-12-02,december,55
2025-12-02,december,99
2025-12-02,december,94
2025-12-02,december,98
2025-12-02,december,86
2025-12-02,december,83
2025-12-02,december,158
2025-12-02,december,110
2025-12-02,december,52
2025-12-02,december,81
2025-12-02,december,55
2025-12-02,december,133
2025-12-02,december,86
2025-12-02,december,177
2025-12-02,december,294
2025-12-02,december,154
2025-12-02,december,0
2025-12-02,december,164
2025-12-02,december,40
2025-12-02,december,102
2025-12-02,december,265
2025-12-02,december,117
2025-12-02,december,164
2025-12-02,december,166
2025-12-02,december,42
2025-12-02,december,79
2025-12-02,december,61
2025-12-02,december,263
2025-12-02,december,106
2025-12-02,december,88
2025-12-02,december,82
2025-12-02,december,192
2025-12-02,december,20
2025-12-02,december,89
2025-12-02,december,71
2025-12-02,december,84
2025-12-02,december,21
2025-12-02,december,141
2025-12-02,december,69
2025-12-02,december,166
2025-12-02,december,278
2025-12-02,december,61
2025-12-02,december,124
2025-12-02,december,62
2025-12-02,december,111
2025-12-02,december,203
2025-12-02,december,1
2025-12-02,december,132
2025-12-02,december,138
2025-12-02,december,119
2025-12-02,december,96
2025-12-02,december,107
2025-12-02,december,177
2025-12-02,december,234
2025-12-02,december,138
2025-12-02,december,51
2025-12-02,december,148
2025-12-02,december,160
2025-12-02,december,108
2025-12-02,december,174
2025-12-02,december,74
2025-12-02,december,77
2025-12-02,december,82
2025-12-02,december,220
2025-12-02,december,130
2025-12-02,december,162
2025-12-02,december,91
2025-12-02,december,350
2025-12-02,december,46
2025-12-02,december,124
2025-12-02,december,132
2025-12-02,december,183
2025-12-02,december,198
2025-12-02,december,152
2025-12-02,december,280
2025-12-02,december,62
2025-12-02,december,274
2025-12-02,december,36
2025-12-02,december,228
2025-12-02,december,3
2025-12-02,december,43
2025-12-02,december,150
2025-12-02,december,130
2025-12-02,december,127
2025-12-02,december,93
2025-12-02,december,23
2025-12-02,december,1
2025-12-02,december,55
2025-12-02,december,53
2025-12-02,december,124
2025-12-02,december,42
2025-12-02,december,79
2025-12-02,december,61
2025-12-02,december,136
2025-12-02,december,118
2025-12-02,december,114
2025-12-02,december,110
2025-12-02,december,185
2025-12-02,december,194
2025-12-02,december,92
2025-12-02,december,63
2025-12-02,december,40
2025-12-02,december,251
2025-12-02,december,204
2025-12-02,december,263
2025-12-02,december,25
2025-12-04,december,86
2025-12-04,december,146
2025-12-04,december,75
2025-12-04,december,38
2025-12-04,december,238
2025-12-04,december,68
2025-12-04,december,84
2025-12-04,december,68
2025-12-04,december,124
2025-12-04,december,52
2025-12-04,december,51
2025-12-04,december,46
2025-12-04,december,232
2025-12-04,december,53
2025-12-04,december,92
2025-12-04,december,78
2025-12-04,december,90
2025-12-04,december,76
2025-12-04,december,82
2025-12-04,december,157
2025-12-04,december,104
2025-12-04,december,50
2025-12-04,december,74
2025-12-04,december,51
2025-12-04,december,132
2025-12-04,december,86
2025-12-04,december,168
2025-12-04,december,308
2025-12-04,december,151
2025-12-04,december,86
2025-12-04,december,168
2025-12-04,december,38
2025-12-04,december,123
2025-12-04,december,261
2025-12-04,december,111
2025-12-04,december,143
2025-12-04,december,163
2025-12-04,december,45
2025-12-04,december,78
2025-12-04,december,64
2025-12-04,december,260
2025-12-04,december,86
2025-12-04,december,88
2025-12-04,december,85
2025-12-04,december,192
2025-12-04,december,19
2025-12-04,december,72
2025-12-04,december,75
2025-12-04,december,82
2025-12-04,december,16
2025-12-04,december,149
2025-12-04,december,71
2025-12-04,december,155
2025-12-04,december,271
2025-12-04,december,58
2025-12-04,december,109
2025-12-04,december,45
2025-12-04,december,112
2025-12-04,december,195
2025-12-04,december,175
2025-12-04,december,129
2025-12-04,december,141
2025-12-04,december,116
2025-12-04,december,92
2025-12-04,december,78
2025-12-04,december,171
2025-12-04,december,232
2025-12-04,december,119
2025-12-04,december,41
2025-12-04,december,147
2025-12-04,december,163
2025-12-04,december,97
2025-12-04,december,164
2025-12-04,december,70
2025-12-04,december,76
2025-12-04,december,80
2025-12-04,december,203
2025-12-04,december,103
2025-12-04,december,135
2025-12-04,december,87
2025-12-04,december,338
2025-12-04,december,41
2025-12-04,december,125
2025-12-04,december,118
2025-12-04,december,169
2025-12-04,december,194
2025-12-04,december,145
2025-12-04,december,273
2025-12-04,december,62
2025-12-04,december,271
2025-12-04,december,27
2025-12-04,december,226
2025-12-04,december,100
2025-12-04,december,40
2025-12-04,december,151
2025-12-04,december,126
2025-12-04,december,124
2025-12-04,december,92
2025-12-04,december,17
2025-12-04,december,22
2025-12-04,december,52
2025-12-04,december,47
2025-12-04,december,100
2025-12-04,december,44
2025-12-04,december,76
2025-12-04,december,57
2025-12-04,december,132
2025-12-04,december,116
2025-12-04,december,91
2025-12-04,december,109
2025-12-04,december,171
2025-12-04,december,186
2025-12-04,december,87
2025-12-04,december,62
2025-12-04,december,36
2025-12-04,december,241
2025-12-04,december,194
2025-12-04,december,266
2025-12-04,december,23
2025-12-05,december,104
2025-12-05,december,142
2025-12-05,december,79
2025-12-05,december,50
2025-12-05,december,238
2025-12-05,december,84
2025-12-05,december,83
2025-12-05,december,66
2025-12-05,december,127
2025-12-05,december,55
2025-12-05,december,51
2025-12-05,december,61
2025-12-05,december,238
2025-12-05,december,52
2025-12-05,december,93
2025-12-05,december,91
2025-12-05,december,90
2025-12-05,december,81
2025-12-05,december,82
2025-12-05,december,158
2025-12-05,december,109
2025-12-05,december,56
2025-12-05,december,69
2025-12-05,december,56
2025-12-05,december,131
2025-12-05,december,86
2025-12-05,december,179
2025-12-05,december,322
2025-12-05,december,150
2025-12-05,december,94
2025-12-05,december,151
2025-12-05,december,35
2025-12-05,december,119
2025-12-05,december,271
2025-12-05,december,120
2025-12-05,december,163
2025-12-05,december,163
2025-12-05,december,45
2025-12-05,december,81
2025-12-05,december,59
2025-12-05,december,258
2025-12-05,december,100
2025-12-05,december,84
2025-12-05,december,82
2025-12-05,december,191
2025-12-05,december,20
2025-12-05,december,89
2025-12-05,december,74
2025-12-05,december,83
2025-12-05,december,26
2025-12-05,december,145
2025-12-05,december,68
2025-12-05,december,171
2025-12-05,december,292
2025-12-05,december,60
2025-12-05,december,128
2025-12-05,december,58
2025-12-05,december,112
2025-12-05,december,196
2025-12-05,december,188
2025-12-05,december,130
2025-12-05,december,142
2025-12-05,december,117
2025-12-05,december,91
2025-12-05,december,106
2025-12-05,december,172
2025-12-05,december,227
2025-12-05,december,133
2025-12-05,december,47
2025-12-05,december,143
2025-12-05,december,164
2025-12-05,december,78
2025-12-05,december,179
2025-12-05,december,74
2025-12-05,december,71
2025-12-05,december,84
2025-12-05,december,215
2025-12-05,december,115
2025-12-05,december,152
2025-12-05,december,91
2025-12-05,december,351
2025-12-05,december,46
2025-12-05,december,123
2025-12-05,december,131
2025-12-05,december,181
2025-12-05,december,188
2025-12-05,december,150
2025-12-05,december,280
2025-12-05,december,67
2025-12-05,december,270
2025-12-05,december,35
2025-12-05,december,222
2025-12-05,december,104
2025-12-05,december,41
2025-12-05,december,151
2025-12-05,december,130
2025-12-05,december,127
2025-12-05,december,94
2025-12-05,december,18
2025-12-05,december,28
2025-12-05,december,57
2025-12-05,december,51
2025-12-05,december,113
2025-12-05,december,45
2025-12-05,december,88
2025-12-05,december,56
2025-12-05,december,144
2025-12-05,december,119
2025-12-05,december,118
2025-12-05,december,111
2025-12-05,december,195
2025-12-05,december,188
2025-12-05,december,100
2025-12-05,december,64
2025-12-05,december,42
2025-12-05,december,257
2025-12-05,december,207
2025-12-05,december,269
2025-12-05,december,20
2025-12-08,december,91
2025-12-08,december,140
2025-12-08,december,74
2025-12-08,december,36
2025-12-08,december,239
2025-12-08,december,66
2025-12-08,december,84
2025-12-08,december,69
2025-12-08,december,124
2025-12-08,december,55
2025-12-08,december,51
2025-12-08,december,48
2025-12-08,december,228
2025-12-08,december,55
2025-12-08,december,89
2025-12-08,december,82
2025-12-08,december,91
2025-12-08,december,75
2025-12-08,december,84
2025-12-08,december,162
2025-12-08,december,104
2025-12-08,december,53
2025-12-08,december,81
2025-12-08,december,45
2025-12-08,december,130
2025-12-08,december,91
2025-12-08,december,174
2025-12-08,december,301
2025-12-08,december,149
2025-12-08,december,84
2025-12-08,december,161
2025-12-08,december,38
2025-12-08,december,118
2025-12-08,december,275
2025-12-08,december,109
2025-12-08,december,137
2025-12-08,december,165
2025-12-08,december,42
2025-12-08,december,78
2025-12-08,december,58
2025-12-08,december,253
2025-12-08,december,83
2025-12-08,december,90
2025-12-08,december,85
2025-12-08,december,192
2025-12-08,december,19
2025-12-08,december,67
2025-12-08,december,75
2025-12-08,december,82
2025-12-08,december,22
2025-12-08,december,136
2025-12-08,december,69
2025-12-08,december,151
2025-12-08,december,270
2025-12-08,december,59
2025-12-08,december,108
2025-12-08,december,50
2025-12-08,december,110
2025-12-08,december,185
2025-12-08,december,176
2025-12-08,december,122
2025-12-08,december,139
2025-12-08,december,122
2025-12-08,december,92
2025-12-08,december,105
2025-12-08,december,168
2025-12-08,december,232
2025-12-08,december,116
2025-12-08,december,44
2025-12-08,december,142
2025-12-08,december,164
2025-12-08,december,99
2025-12-08,december,167
2025-12-08,december,71
2025-12-08,december,77
2025-12-08,december,83
2025-12-08,december,205
2025-12-08,december,101
2025-12-08,december,127
2025-12-08,december,78
2025-12-08,december,340
2025-12-08,december,42
2025-12-08,december,126
2025-12-08,december,117
2025-12-08,december,169
2025-12-08,december,189
2025-12-08,december,141
2025-12-08,december,278
2025-12-08,december,58
2025-12-08,december,273
2025-12-08,december,32
2025-12-08,december,225
2025-12-08,december,106
2025-12-08,december,42
2025-12-08,december,146
2025-12-08,december,128
2025-12-08,december,127
2025-12-08,december,92
2025-12-08,december,14
2025-12-08,december,23
2025-12-08,december,53
2025-12-08,december,51
2025-12-08,december,113
2025-12-08,december,45
2025-12-08,december,82
2025-12-08,december,60
2025-12-08,december,132
2025-12-08,december,118
2025-12-08,december,84
2025-12-08,december,109
2025-12-08,december,170
2025-12-08,december,173
2025-12-08,december,97
2025-12-08,december,62
2025-12-08,december,36
2025-12-08,december,244
2025-12-08,december,191
2025-12-08,december,268
2025-12-08,december,21
2025-12-09,december,102
2025-12-09,december,132
2025-12-09,december,80
2025-12-09,december,57
2025-12-09,december,242
2025-12-09,december,85
2025-12-09,december,91
2025-12-09,december,67
2025-12-09,december,125
2025-12-09,december,54
2025-12-09,december,51
2025-12-09,december,50
2025-12-09,december,233
2025-12-09,december,56
2025-12-09,december,95
2025-12-09,december,98
2025-12-09,december,97
2025-12-09,december,86
2025-12-09,december,82
2025-12-09,december,159
2025-12-09,december,109
2025-12-09,december,54
2025-12-09,december,81
2025-12-09,december,60
2025-12-09,december,135
2025-12-09,december,90
2025-12-09,december,177
2025-12-09,december,320
2025-12-09,december,153
2025-12-09,december,94
2025-12-09,december,165
2025-12-09,december,38
2025-12-09,december,121
2025-12-09,december,265
2025-12-09,december,117
2025-12-09,december,168
2025-12-09,december,166
2025-12-09,december,43
2025-12-09,december,80
2025-12-09,december,61
2025-12-09,december,261
2025-12-09,december,104
2025-12-09,december,89
2025-12-09,december,83
2025-12-09,december,191
2025-12-09,december,20
2025-12-09,december,91
2025-12-09,december,74
2025-12-09,december,82
2025-12-09,december,21
2025-12-09,december,139
2025-12-09,december,70
2025-12-09,december,164
2025-12-09,december,287
2025-12-09,december,61
2025-12-09,december,126
2025-12-09,december,60
2025-12-09,december,110
2025-12-09,december,201
2025-12-09,december,187
2025-12-09,december,127
2025-12-09,december,141
2025-12-09,december,120
2025-12-09,december,97
2025-12-09,december,108
2025-12-09,december,179
2025-12-09,december,232
2025-12-09,december,137
2025-12-09,december,52
2025-12-09,december,148
2025-12-09,december,160
2025-12-09,december,107
2025-12-09,december,176
2025-12-09,december,75
2025-12-09,december,77
2025-12-09,december,76
2025-12-09,december,220
2025-12-09,december,131
2025-12-09,december,162
2025-12-09,december,93
2025-12-09,december,355
2025-12-09,december,49
2025-12-09,december,130
2025-12-09,december,132
2025-12-09,december,184
2025-12-09,december,198
2025-12-09,december,153
2025-12-09,december,284
2025-12-09,december,61
2025-12-09,december,271
2025-12-09,december,37
2025-12-09,december,233
2025-12-09,december,109
2025-12-09,december,42
2025-12-09,december,148
2025-12-09,december,128
2025-12-09,december,123
2025-12-09,december,92
2025-12-09,december,22
2025-12-09,december,28
2025-12-09,december,54
2025-12-09,december,53
2025-12-09,december,123
2025-12-09,december,44
2025-12-09,december,79
2025-12-09,december,61
2025-12-09,december,141
2025-12-09,december,119
2025-12-09,december,112
2025-12-09,december,108
2025-12-09,december,181
2025-12-09,december,188
2025-12-09,december,95
2025-12-09,december,61
2025-12-09,december,41
2025-12-09,december,260
2025-12-09,december,208
2025-12-09,december,273
2025-12-09,december,25
2025-12-11,december,86
2025-12-11,december,146
2025-12-11,december,73
2025-12-11,december,42
2025-12-11,december,239
2025-12-11,december,66
2025-12-11,december,85
2025-12-11,december,69
2025-12-11,december,125
2025-12-11,december,51
2025-12-11,december,51
2025-12-11,december,48
2025-12-11,december,233
2025-12-11,december,56
2025-12-11,december,93
2025-12-11,december,83
2025-12-11,december,90
2025-12-11,december,76
2025-12-11,december,83
2025-12-11,december,156
2025-12-11,december,104
2025-12-11,december,52
2025-12-11,december,70
2025-12-11,december,53
2025-12-11,december,132
2025-12-11,december,90
2025-12-11,december,171
2025-12-11,december,304
2025-12-11,december,150
2025-12-11,december,89
2025-12-11,december,160
2025-12-11,december,37
2025-12-11,december,122
2025-12-11,december,263
2025-12-11,december,111
2025-12-11,december,144
2025-12-11,december,164
2025-12-11,december,43
2025-12-11,december,79
2025-12-11,december,62
2025-12-11,december,259
2025-12-11,december,84
